Class,Vertical,Category,Name,Alias,Datatype,Description,isEnable,ExecLevel,isExposed
Transactional,Ecommerce,Hardware Fittings,EC2_CAT26125_total_transaction_count_last_month,Total transaction count last calendar month,Long,Total transaction count last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size,Avg Transaction Size,Double,Average of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_preferable_transaction_operator_bysize,Preferable Transaction Brand/Operator wrt amount spend,String,Brand/Operator having the maximum spend by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_preferable_transaction_operator_bycount,Preferable Transaction Brand/Operator wrt number of transactions,String,Brand/Operator having most transactions by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size_1_days,Avg Transaction Size in last 1 day,Double,Average of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size_3_days,Avg Transaction Size in last 3 days,Double,Average of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size_7_days,Avg Transaction Size in last 7 days,Double,Average of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size_15_days,Avg Transaction Size in last 15 days,Double,Average of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size_30_days,Avg Transaction Size in last 30 days,Double,Average of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size_90_days,Avg Transaction Size in last 90 days,Double,Average of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_avg_transaction_size_180_days,Avg Transaction Size in last 180 days,Double,Average of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_1_days,Total Transaction Count in last 1 day,Long,Count of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_3_days,Total Transaction Count in last 3 days,Long,Count of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_7_days,Total Transaction Count in last 7 days,Long,Count of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_15_days,Total Transaction Count in last 15 days,Long,Count of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_30_days,Total Transaction Count in last 30 days,Long,Count of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_90_days,Total Transaction Count in last 90 days,Long,Count of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_180_days,Total Transaction Count in last 180 days,Long,Count of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_1_days,Total Transaction Size in last 1 day,Double,Amount of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_3_days,Total Transaction Size in last 3 days,Double,Amount of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_7_days,Total Transaction Size in last 7 days,Double,Amount of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_15_days,Total Transaction Size in last 15 days,Double,Amount of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_30_days,Total Transaction Size in last 30 days,Double,Amount of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_90_days,Total Transaction Size in last 90 days,Double,Amount of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_180_days,Total Transaction Size in last 180 days,Double,Amount of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_this_month,Total transaction size this calendar month,Double,Total transaction size this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_size_last_month,Total transaction size last calendar month,Double,Total transaction size last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_this_month,Total transaction count this calendar month,Long,Total transaction count this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Tools,EC2_CAT26124_total_transaction_count_last_month,Total transaction count last calendar month,Long,Total transaction count last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size,Avg Transaction Size,Double,Average of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_preferable_transaction_operator_bysize,Preferable Transaction Brand/Operator wrt amount spend,String,Brand/Operator having the maximum spend by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_preferable_transaction_operator_bycount,Preferable Transaction Brand/Operator wrt number of transactions,String,Brand/Operator having most transactions by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size_1_days,Avg Transaction Size in last 1 day,Double,Average of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size_3_days,Avg Transaction Size in last 3 days,Double,Average of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size_7_days,Avg Transaction Size in last 7 days,Double,Average of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size_15_days,Avg Transaction Size in last 15 days,Double,Average of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size_30_days,Avg Transaction Size in last 30 days,Double,Average of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size_90_days,Avg Transaction Size in last 90 days,Double,Average of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_avg_transaction_size_180_days,Avg Transaction Size in last 180 days,Double,Average of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_1_days,Total Transaction Count in last 1 day,Long,Count of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_3_days,Total Transaction Count in last 3 days,Long,Count of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_7_days,Total Transaction Count in last 7 days,Long,Count of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_15_days,Total Transaction Count in last 15 days,Long,Count of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_30_days,Total Transaction Count in last 30 days,Long,Count of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_90_days,Total Transaction Count in last 90 days,Long,Count of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_180_days,Total Transaction Count in last 180 days,Long,Count of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_1_days,Total Transaction Size in last 1 day,Double,Amount of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_3_days,Total Transaction Size in last 3 days,Double,Amount of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_7_days,Total Transaction Size in last 7 days,Double,Amount of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_15_days,Total Transaction Size in last 15 days,Double,Amount of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_30_days,Total Transaction Size in last 30 days,Double,Amount of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_90_days,Total Transaction Size in last 90 days,Double,Amount of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_180_days,Total Transaction Size in last 180 days,Double,Amount of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_this_month,Total transaction size this calendar month,Double,Total transaction size this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_size_last_month,Total transaction size last calendar month,Double,Total transaction size last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_this_month,Total transaction count this calendar month,Long,Total transaction count this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Services,EC2_CAT167784_total_transaction_count_last_month,Total transaction count last calendar month,Long,Total transaction count last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size,Avg Transaction Size,Double,Average of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_preferable_transaction_operator_bysize,Preferable Transaction Brand/Operator wrt amount spend,String,Brand/Operator having the maximum spend by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_preferable_transaction_operator_bycount,Preferable Transaction Brand/Operator wrt number of transactions,String,Brand/Operator having most transactions by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size_1_days,Avg Transaction Size in last 1 day,Double,Average of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size_3_days,Avg Transaction Size in last 3 days,Double,Average of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size_7_days,Avg Transaction Size in last 7 days,Double,Average of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size_15_days,Avg Transaction Size in last 15 days,Double,Average of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size_30_days,Avg Transaction Size in last 30 days,Double,Average of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size_90_days,Avg Transaction Size in last 90 days,Double,Average of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_avg_transaction_size_180_days,Avg Transaction Size in last 180 days,Double,Average of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_1_days,Total Transaction Count in last 1 day,Long,Count of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_3_days,Total Transaction Count in last 3 days,Long,Count of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_7_days,Total Transaction Count in last 7 days,Long,Count of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_15_days,Total Transaction Count in last 15 days,Long,Count of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_30_days,Total Transaction Count in last 30 days,Long,Count of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_90_days,Total Transaction Count in last 90 days,Long,Count of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_180_days,Total Transaction Count in last 180 days,Long,Count of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_1_days,Total Transaction Size in last 1 day,Double,Amount of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_3_days,Total Transaction Size in last 3 days,Double,Amount of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_7_days,Total Transaction Size in last 7 days,Double,Amount of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_15_days,Total Transaction Size in last 15 days,Double,Amount of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_30_days,Total Transaction Size in last 30 days,Double,Amount of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_90_days,Total Transaction Size in last 90 days,Double,Amount of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_180_days,Total Transaction Size in last 180 days,Double,Amount of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_this_month,Total transaction size this calendar month,Double,Total transaction size this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_size_last_month,Total transaction size last calendar month,Double,Total transaction size last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_this_month,Total transaction count this calendar month,Long,Total transaction count this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Batteries,EC2_CAT79057_total_transaction_count_last_month,Total transaction count last calendar month,Long,Total transaction count last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size,Avg Transaction Size,Double,Average of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_preferable_transaction_operator_bysize,Preferable Transaction Brand/Operator wrt amount spend,String,Brand/Operator having the maximum spend by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_preferable_transaction_operator_bycount,Preferable Transaction Brand/Operator wrt number of transactions,String,Brand/Operator having most transactions by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size_1_days,Avg Transaction Size in last 1 day,Double,Average of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size_3_days,Avg Transaction Size in last 3 days,Double,Average of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size_7_days,Avg Transaction Size in last 7 days,Double,Average of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size_15_days,Avg Transaction Size in last 15 days,Double,Average of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size_30_days,Avg Transaction Size in last 30 days,Double,Average of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size_90_days,Avg Transaction Size in last 90 days,Double,Average of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_avg_transaction_size_180_days,Avg Transaction Size in last 180 days,Double,Average of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_1_days,Total Transaction Count in last 1 day,Long,Count of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_3_days,Total Transaction Count in last 3 days,Long,Count of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_7_days,Total Transaction Count in last 7 days,Long,Count of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_15_days,Total Transaction Count in last 15 days,Long,Count of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_30_days,Total Transaction Count in last 30 days,Long,Count of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_90_days,Total Transaction Count in last 90 days,Long,Count of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_180_days,Total Transaction Count in last 180 days,Long,Count of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_1_days,Total Transaction Size in last 1 day,Double,Amount of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_3_days,Total Transaction Size in last 3 days,Double,Amount of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_7_days,Total Transaction Size in last 7 days,Double,Amount of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_15_days,Total Transaction Size in last 15 days,Double,Amount of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_30_days,Total Transaction Size in last 30 days,Double,Amount of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_90_days,Total Transaction Size in last 90 days,Double,Amount of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_180_days,Total Transaction Size in last 180 days,Double,Amount of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_this_month,Total transaction size this calendar month,Double,Total transaction size this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_size_last_month,Total transaction size last calendar month,Double,Total transaction size last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_this_month,Total transaction count this calendar month,Long,Total transaction count this calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Car Audio & GPS,EC2_CAT40039_total_transaction_count_last_month,Total transaction count last calendar month,Long,Total transaction count last calendar month,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size,Avg Transaction Size,Double,Average of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_preferable_transaction_operator_bysize,Preferable Transaction Brand/Operator wrt amount spend,String,Brand/Operator having the maximum spend by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_preferable_transaction_operator_bycount,Preferable Transaction Brand/Operator wrt number of transactions,String,Brand/Operator having most transactions by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size_1_days,Avg Transaction Size in last 1 day,Double,Average of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size_3_days,Avg Transaction Size in last 3 days,Double,Average of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size_7_days,Avg Transaction Size in last 7 days,Double,Average of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size_15_days,Avg Transaction Size in last 15 days,Double,Average of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size_30_days,Avg Transaction Size in last 30 days,Double,Average of all transactions done by customer in last 30 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size_90_days,Avg Transaction Size in last 90 days,Double,Average of all transactions done by customer in last 90 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_avg_transaction_size_180_days,Avg Transaction Size in last 180 days,Double,Average of all transactions done by customer in last 180 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_total_transaction_count_1_days,Total Transaction Count in last 1 day,Long,Count of all transactions done by customer in last 1 day,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_total_transaction_count_3_days,Total Transaction Count in last 3 days,Long,Count of all transactions done by customer in last 3 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_total_transaction_count_7_days,Total Transaction Count in last 7 days,Long,Count of all transactions done by customer in last 7 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_total_transaction_count_15_days,Total Transaction Count in last 15 days,Long,Count of all transactions done by customer in last 15 days,1,L3EC2_II,1
Transactional,Ecommerce,Car Care & Tool Kits,EC2_CAT40040_total_transaction_count_30_days,Total Transaction Count in last 30 days,Long,Count of all transactions done by customer in last 30 days,1,L3EC2_II,1
